api_name,description,input_params,output_params,begin_line_number,end_line_number,line_count,source,return_type,query_type
stock_us_spot,新浪财经-美股; 获取的数据有 15 分钟延迟; 建议使用 ak.stock_us_spot_em() 来获取数据,[],"[{'name': '-', 'type': '-', 'description': '新浪默认'}]",3780,3863,83,新浪财经,DataFrame,批量查询
stock_us_hist,东方财富网-行情-美股-每日行情,"[{'name': 'symbol', 'type': 'str', 'description': '美股代码, 可以通过 **ak.stock_us_spot_em()** 函数返回所有的 pandas.DataFrame 里面的 `代码` 字段获取'}, {'name': 'period', 'type': 'str', 'description': ""period='daily'; choice of {'daily', 'weekly', 'monthly'}""}, {'name': 'start_date', 'type': 'str', 'description': 'start_date=""20210101""'}, {'name': 'end_date', 'type': 'str', 'description': 'end_date=""20210601""'}, {'name': 'adjust', 'type': 'str', 'description': '默认 adjust="""", 则返回未复权的数据; adjust=""qfq"" 则返回前复权的数据, adjust=""hfq"" 则返回后复权的数据'}]","[{'name': '日期', 'type': 'object', 'description': '-'}, {'name': '开盘', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '收盘', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '最高', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '最低', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '成交量', 'type': 'int32', 'description': '注意单位: 股'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '振幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌额', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '换手率', 'type': 'float64', 'description': '注意单位: %'}]",3864,3926,62,东方财富,DataFrame,单个查询
stock_individual_basic_info_us_xq,雪球-个股-公司概况-公司简介,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""NVDA""; 股票代码'}, {'name': 'token', 'type': 'str', 'description': 'token=None;'}, {'name': 'timeout', 'type': 'float', 'description': 'timeout=None; 默认不设置超时参数'}]","[{'name': 'item', 'type': 'object', 'description': '-'}, {'name': 'value', 'type': 'object', 'description': '-'}]",3927,4000,73,雪球,DataFrame,单个查询
stock_us_hist_min_em,东方财富网-行情首页-美股-每日分时行情,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""105.ATER""; 美股代码可以通过 **ak.stock_us_spot_em()** 函数返回所有的 pandas.DataFrame 里面的 `代码` 字段获取'}, {'name': 'start_date', 'type': 'str', 'description': 'start_date=""1979-09-01 09:32:00""; 日期时间; 默认返回所有数据'}, {'name': 'end_date', 'type': 'str', 'description': 'end_date=""2222-01-01 09:32:00""; 日期时间; 默认返回所有数据'}]","[{'name': '时间', 'type': 'object', 'description': '-'}, {'name': '开盘', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '收盘', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '最高', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '最低', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '最新价', 'type': 'float64', 'description': '注意单位: 美元'}]",4001,4057,56,东方财富,DataFrame,单个查询
stock_us_daily,"美股历史行情数据，设定 adjust=""qfq"" 则返回前复权后的数据，默认 adjust="""", 则返回未复权的数据，历史数据按日频率更新","[{'name': 'symbol', 'type': 'str', 'description': '美股代码, 可以通过 **ak.get_us_stock_name()** 函数返回所有美股代码, 由于美股数据量大, 建议按需要获取'}, {'name': 'adjust', 'type': 'str', 'description': 'adjust=""qfq"" 则返回前复权后的数据，默认 adjust="""", 则返回未复权的数据'}]","[{'name': 'date', 'type': 'datetime64', 'description': '-'}, {'name': 'open', 'type': 'float64', 'description': '开盘价'}, {'name': 'high', 'type': 'float64', 'description': '最高价'}, {'name': 'low', 'type': 'float64', 'description': '最低价'}, {'name': 'close', 'type': 'float64', 'description': '收盘价'}, {'name': 'volume', 'type': 'float64', 'description': '成交量'}]",4058,4178,120,其他,DataFrame,单个查询
stock_us_pink_spot_em,美股粉单市场的实时行情数据,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '涨跌额', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '开盘价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '最高价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '最低价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '昨收价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '总市值', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '市盈率', 'type': 'float64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '注意: 用来获取历史数据的代码'}]",4179,4237,58,其他,DataFrame,批量查询
stock_us_famous_spot_em,美股-知名美股的实时行情数据,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""科技类""; choice of {\'科技类\', \'金融类\', \'医药食品类\', \'媒体类\', \'汽车能源类\', \'制造零售类\'}'}]","[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '涨跌额', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '开盘价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '最高价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '最低价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '昨收价', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '总市值', 'type': 'float64', 'description': '注意单位: 美元'}, {'name': '市盈率', 'type': 'float64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '注意: 用来获取历史数据的代码'}]",4238,4321,83,其他,DataFrame,单个查询
stock_hk_spot_em,所有港股的实时行情数据; 该数据有 15 分钟延时,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '涨跌额', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 港元'}]",4322,4380,58,其他,DataFrame,批量查询
stock_hk_main_board_spot_em,港股主板的实时行情数据; 该数据有 15 分钟延时,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '涨跌额', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 港元'}]",4381,4439,58,其他,DataFrame,批量查询
stock_hk_spot,获取所有港股的实时行情数据 15 分钟延时,[],"[{'name': '日期时间', 'type': 'object', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '中文名称', 'type': 'object', 'description': '-'}, {'name': '英文名称', 'type': 'object', 'description': '-'}, {'name': '交易类型', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌额', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '-'}, {'name': '成交额', 'type': 'float64', 'description': '-'}, {'name': '买一', 'type': 'float64', 'description': '-'}, {'name': '卖一', 'type': 'float64', 'description': '-'}]",4440,4503,63,其他,DataFrame,批量查询
stock_individual_basic_info_hk_xq,雪球-个股-公司概况-公司简介,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""02097""; 股票代码'}, {'name': 'token', 'type': 'str', 'description': 'token=None;'}, {'name': 'timeout', 'type': 'float', 'description': 'timeout=None; 默认不设置超时参数'}]","[{'name': 'item', 'type': 'object', 'description': '-'}, {'name': 'value', 'type': 'object', 'description': '-'}]",4504,4563,59,雪球,DataFrame,单个查询
stock_hk_hist_min_em,东方财富网-行情首页-港股-每日分时行情,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""01611""; 港股代码可以通过 **ak.stock_hk_spot_em()** 函数返回所有的 pandas.DataFrame 里面的 `代码` 字段获取'}, {'name': 'period', 'type': 'str', 'description': ""period='5'; choice of {'1', '5', '15', '30', '60'}; 其中 1 分钟数据返回近 5 个交易日数据且不复权""}, {'name': 'adjust', 'type': 'str', 'description': ""adjust=''; choice of {'', 'qfq', 'hfq'}; '': 不复权, 'qfq': 前复权, 'hfq': 后复权, 其中 1 分钟数据返回近 5 个交易日数据且不复权""}, {'name': 'start_date', 'type': 'str', 'description': 'start_date=""1979-09-01 09:32:00""; 日期时间; 默认返回所有数据'}, {'name': 'end_date', 'type': 'str', 'description': 'end_date=""2222-01-01 09:32:00""; 日期时间; 默认返回所有数据'}]","[{'name': '时间', 'type': 'object', 'description': '-'}, {'name': '开盘', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '收盘', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '最高', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '最低', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '最新价', 'type': 'float64', 'description': '注意单位: 港元'}]",4564,4668,104,东方财富,DataFrame,单个查询
stock_hk_hist,"港股-历史行情数据, 可以选择返回复权后数据, 更新频率为日频","[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""00593""; 港股代码,可以通过 **ak.stock_hk_spot_em()** 函数返回所有港股代码'}, {'name': 'period', 'type': 'str', 'description': ""period='daily'; choice of {'daily', 'weekly', 'monthly'}""}, {'name': 'start_date', 'type': 'str', 'description': 'start_date=""19700101""; 开始日期'}, {'name': 'end_date', 'type': 'str', 'description': 'end_date=""22220101""; 结束日期'}, {'name': 'adjust', 'type': 'str', 'description': 'adjust="""": 返回未复权的数据, 默认; qfq: 返回前复权数据; hfq: 返回后复权数据;'}]","[{'name': '日期', 'type': 'object', 'description': '-'}, {'name': '开盘', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '收盘', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '最高', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '最低', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '成交量', 'type': 'int64', 'description': '注意单位: 股'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '振幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌额', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '换手率', 'type': 'float64', 'description': '注意单位: %'}]",4669,4817,148,其他,DataFrame,单个查询
stock_hk_daily,"港股-历史行情数据, 可以选择返回复权后数据,更新频率为日频","[{'name': 'symbol', 'type': 'str', 'description': '港股代码,可以通过 **ak.stock_hk_spot()** 函数返回所有港股代码'}, {'name': 'adjust', 'type': 'str', 'description': '"""": 返回未复权的数据 ; qfq: 返回前复权后的数据; hfq: 返回后复权后的数据; qfq-factor: 返回前复权因子和调整; hfq-factor: 返回后复权因子和调整;'}]","[{'name': 'date', 'type': 'object', 'description': '日期'}, {'name': 'open', 'type': 'float64', 'description': '开盘价'}, {'name': 'high', 'type': 'float64', 'description': '最高价'}, {'name': 'low', 'type': 'float64', 'description': '最低价'}, {'name': 'close', 'type': 'float64', 'description': '收盘价'}, {'name': 'volume', 'type': 'float64', 'description': '成交量'}]",4818,4952,134,其他,DataFrame,单个查询
stock_hk_famous_spot_em,东方财富网-行情中心-港股市场-知名港股实时行情数据,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '涨跌额', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '今开', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '最高', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '最低', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '昨收', 'type': 'float64', 'description': '注意单位: 港元'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 港元'}]",4953,5012,59,东方财富,DataFrame,批量查询
stock_hk_security_profile_em,东方财富-港股-证券资料,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""03900""'}]","[{'name': '证券代码', 'type': 'object', 'description': '-'}, {'name': '证券简称', 'type': 'object', 'description': '-'}, {'name': '上市日期', 'type': 'object', 'description': '-'}, {'name': '证券类型', 'type': 'object', 'description': '-'}, {'name': '发行价', 'type': 'float64', 'description': '-'}, {'name': '发行量(股)', 'type': 'int64', 'description': '-'}, {'name': '每手股数', 'type': 'int64', 'description': '-'}, {'name': '每股面值', 'type': 'object', 'description': '-'}, {'name': '交易所', 'type': 'object', 'description': '-'}, {'name': '板块', 'type': 'object', 'description': '-'}, {'name': '年结日', 'type': 'object', 'description': '-'}, {'name': 'ISIN（国际证券识别编码）', 'type': 'object', 'description': '-'}, {'name': '是否沪港通标的', 'type': 'object', 'description': '-'}]",5013,5063,50,东方财富,DataFrame,单个查询
stock_hk_company_profile_em,东方财富-港股-公司资料,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""03900""'}]","[{'name': '公司名称', 'type': 'object', 'description': '-'}, {'name': '英文名称', 'type': 'object', 'description': '-'}, {'name': '注册地', 'type': 'object', 'description': '-'}, {'name': '公司成立日期', 'type': 'object', 'description': '-'}, {'name': '所属行业', 'type': 'object', 'description': '-'}, {'name': '董事长', 'type': 'object', 'description': '-'}, {'name': '公司秘书', 'type': 'object', 'description': '-'}, {'name': '员工人数', 'type': 'int64', 'description': '-'}, {'name': '办公地址', 'type': 'object', 'description': '-'}, {'name': '公司网址', 'type': 'object', 'description': '-'}, {'name': 'E-MAIL', 'type': 'object', 'description': '-'}, {'name': '年结日', 'type': 'object', 'description': '-'}, {'name': '联系电话', 'type': 'object', 'description': '-'}, {'name': '核数师', 'type': 'object', 'description': '-'}, {'name': '传真', 'type': 'object', 'description': '-'}, {'name': '公司介绍', 'type': 'object', 'description': '-'}]",5064,5117,53,东方财富,DataFrame,单个查询
stock_hk_financial_indicator_em,东方财富-港股-核心必读-最新指标,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""03900""'}]","[{'name': '基本每股收益(元)', 'type': 'object', 'description': '-'}, {'name': '每股净资产(元)', 'type': 'object', 'description': '-'}, {'name': '法定股本(股)', 'type': 'object', 'description': '-'}, {'name': '每手股', 'type': 'object', 'description': '-'}, {'name': '每股股息TTM(港元)', 'type': 'object', 'description': '-'}, {'name': '派息比率(%)', 'type': 'object', 'description': '-'}, {'name': '已发行股本(股)', 'type': 'object', 'description': '-'}, {'name': '已发行股本-H股(股)', 'type': 'int64', 'description': '-'}, {'name': '每股经营现金流(元)', 'type': 'object', 'description': '-'}, {'name': '股息率TTM(%)', 'type': 'object', 'description': '-'}, {'name': '总市值(港元)', 'type': 'object', 'description': '-'}, {'name': '港股市值(港元)', 'type': 'object', 'description': '-'}, {'name': '营业总收入', 'type': 'object', 'description': '-'}, {'name': '营业总收入滚动环比增长(%)', 'type': 'object', 'description': '-'}, {'name': '销售净利率(%)', 'type': 'object', 'description': '-'}, {'name': '净利润', 'type': 'object', 'description': '-'}, {'name': '净利润滚动环比增长(%)', 'type': 'object', 'description': '-'}, {'name': '股东权益回报率(%)', 'type': 'object', 'description': '-'}, {'name': '市盈率', 'type': 'object', 'description': '-'}, {'name': '市净率', 'type': 'object', 'description': '-'}, {'name': '总资产回报率(%)', 'type': 'object', 'description': '-'}]",5118,5177,59,东方财富,DataFrame,单个查询
stock_hk_dividend_payout_em,东方财富-港股-核心必读-分红派息,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""03900""'}]","[{'name': '最新公告日期', 'type': 'object', 'description': '-'}, {'name': '财政年度', 'type': 'object', 'description': '-'}, {'name': '分红方案', 'type': 'object', 'description': '-'}, {'name': '分配类型', 'type': 'object', 'description': '-'}, {'name': '除净日', 'type': 'object', 'description': '-'}, {'name': '截至过户日', 'type': 'object', 'description': '-'}, {'name': '发放日', 'type': 'object', 'description': '-'}]",5178,5243,65,东方财富,DataFrame,单个查询
stock_hk_growth_comparison_em,东方财富-港股-行业对比-成长性对比,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""03900""'}]","[{'name': '代码', 'type': 'object', 'description': '-'}, {'name': '简称', 'type': 'object', 'description': '-'}, {'name': '基本每股收益同比增长率', 'type': 'float64', 'description': '-'}, {'name': '基本每股收益同比增长率排名', 'type': 'int64', 'description': '-'}, {'name': '营业收入同比增长率', 'type': 'float64', 'description': '-'}, {'name': '营业收入同比增长率排名', 'type': 'int64', 'description': '-'}, {'name': '营业利润率同比增长率', 'type': 'float64', 'description': '-'}, {'name': '营业利润率同比增长率排名', 'type': 'int64', 'description': '-'}, {'name': '基本每股收总资产同比增长率益同比增长率', 'type': 'float64', 'description': '-'}, {'name': '总资产同比增长率排名', 'type': 'int64', 'description': '-'}]",5244,5290,46,东方财富,DataFrame,单个查询
stock_hk_valuation_comparison_em,东方财富-港股-行业对比-估值对比,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""03900""'}]","[{'name': '代码', 'type': 'object', 'description': '-'}, {'name': '简称', 'type': 'object', 'description': '-'}, {'name': '市盈率-TTM', 'type': 'float64', 'description': '-'}, {'name': '市盈率-TTM排名', 'type': 'int64', 'description': '-'}, {'name': '市盈率-LYR', 'type': 'float64', 'description': '-'}, {'name': '市盈率-LYR排名', 'type': 'int64', 'description': '-'}, {'name': '市净率-MRQ', 'type': 'float64', 'description': '-'}, {'name': '市净率-MRQ排名', 'type': 'int64', 'description': '-'}, {'name': '市净率-LYR', 'type': 'float64', 'description': '-'}, {'name': '市净率-LYR排名', 'type': 'int64', 'description': '-'}, {'name': '市销率-TTM', 'type': 'float64', 'description': '-'}, {'name': '市销率-TTM排名', 'type': 'int64', 'description': '-'}, {'name': '市销率-LYR', 'type': 'float64', 'description': '-'}, {'name': '市销率-LYR排名', 'type': 'int64', 'description': '-'}, {'name': '市现率-TTM', 'type': 'float64', 'description': '-'}, {'name': '市现率-TTM排名', 'type': 'int64', 'description': '-'}, {'name': '市现率-LYR', 'type': 'float64', 'description': '-'}, {'name': '市现率-LYR排名', 'type': 'int64', 'description': '-'}]",5291,5347,56,东方财富,DataFrame,单个查询
stock_hk_scale_comparison_em,东方财富-港股-行业对比-规模对比,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""03900""'}]","[{'name': '代码', 'type': 'object', 'description': '-'}, {'name': '简称', 'type': 'object', 'description': '-'}, {'name': '总市值', 'type': 'float64', 'description': '-'}, {'name': '总市值排名', 'type': 'int64', 'description': '-'}, {'name': '流通市值', 'type': 'float64', 'description': '-'}, {'name': '流通市值排名', 'type': 'int64', 'description': '-'}, {'name': '营业总收入', 'type': 'int64', 'description': '-'}, {'name': '营业总收入排名', 'type': 'int64', 'description': '-'}, {'name': '净利润', 'type': 'int64', 'description': '-'}, {'name': '净利润排名', 'type': 'int64', 'description': '-'}]",5348,5397,49,东方财富,DataFrame,单个查询
stock_jgdy_tj_em,东方财富网-数据中心-特色数据-机构调研-机构调研统计,"[{'name': 'date', 'type': 'str', 'description': 'date=""20180928""; 开始查询的时间'}]","[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '接待机构数量', 'type': 'int64', 'description': '-'}, {'name': '接待方式', 'type': 'object', 'description': '-'}, {'name': '接待人员', 'type': 'object', 'description': '-'}, {'name': '接待地点', 'type': 'object', 'description': '-'}, {'name': '接待日期', 'type': 'object', 'description': '-'}, {'name': '公告日期', 'type': 'object', 'description': '-'}]",5398,5455,57,东方财富,DataFrame,批量查询
stock_jgdy_detail_em,东方财富网-数据中心-特色数据-机构调研-机构调研详细,"[{'name': 'date', 'type': 'str', 'description': 'date=""20241211""; 开始查询的时间'}]","[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '调研机构', 'type': 'object', 'description': '-'}, {'name': '机构类型', 'type': 'object', 'description': '-'}, {'name': '调研人员', 'type': 'object', 'description': '-'}, {'name': '接待方式', 'type': 'object', 'description': '-'}, {'name': '接待人员', 'type': 'object', 'description': '-'}, {'name': '接待地点', 'type': 'object', 'description': '-'}, {'name': '调研日期', 'type': 'object', 'description': '-'}, {'name': '公告日期', 'type': 'object', 'description': '-'}]",5456,5513,57,东方财富,DataFrame,批量查询
stock_zyjs_ths,同花顺-主营介绍,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""000066""'}]","[{'name': '股票代码', 'type': 'object', 'description': '-'}, {'name': '主营业务', 'type': 'object', 'description': '-'}, {'name': '产品类型', 'type': 'object', 'description': '-'}, {'name': '产品名称', 'type': 'object', 'description': '-'}, {'name': '经营范围', 'type': 'object', 'description': '-'}]",5514,5556,42,同花顺,DataFrame,单个查询
stock_zygc_em,东方财富网-个股-主营构成,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""SH688041""'}]","[{'name': '股票代码', 'type': 'object', 'description': '-'}, {'name': '报告日期', 'type': 'object', 'description': '-'}, {'name': '分类类型', 'type': 'object', 'description': '-'}, {'name': '主营构成', 'type': 'int64', 'description': '-'}, {'name': '主营收入', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '收入比例', 'type': 'float64', 'description': '-'}, {'name': '主营成本', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '成本比例', 'type': 'float64', 'description': '-'}, {'name': '主营利润', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '利润比例', 'type': 'float64', 'description': '-'}, {'name': '毛利率', 'type': 'float64', 'description': '-'}]",5557,5617,60,东方财富,DataFrame,单个查询
stock_gpzy_profile_em,东方财富网-数据中心-特色数据-股权质押-股权质押市场概况,[],"[{'name': '交易日期', 'type': 'object', 'description': '-'}, {'name': 'A股质押总比例', 'type': 'float64', 'description': '注意单位: %'}, {'name': '质押公司数量', 'type': 'float64', 'description': '-'}, {'name': '质押笔数', 'type': 'float64', 'description': '注意单位: 笔'}, {'name': '质押总股数', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '质押总市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '沪深300指数', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}]",5618,5673,55,东方财富,DataFrame,批量查询
stock_gpzy_pledge_ratio_em,东方财富网-数据中心-特色数据-股权质押-上市公司质押比例,"[{'name': 'date', 'type': 'str', 'description': 'date=""20240906""; 请访问 http://data.eastmoney.com/gpzy/pledgeRatio.aspx 查询具体交易日'}]","[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '股票代码', 'type': 'object', 'description': '-'}, {'name': '股票简称', 'type': 'object', 'description': '-'}, {'name': '交易日期', 'type': 'object', 'description': '-'}, {'name': '所属行业', 'type': 'object', 'description': '-'}, {'name': '质押比例', 'type': 'float64', 'description': '注意单位: %'}, {'name': '质押股数', 'type': 'float64', 'description': '注意单位: 万股'}, {'name': '质押市值', 'type': 'float64', 'description': '注意单位: 万元'}, {'name': '质押笔数', 'type': 'float64', 'description': '-'}, {'name': '无限售股质押数', 'type': 'float64', 'description': '注意单位: 万股'}, {'name': '限售股质押数', 'type': 'float64', 'description': '注意单位: 万股'}, {'name': '近一年涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '所属行业代码', 'type': 'object', 'description': '-'}]",5674,5734,60,东方财富,DataFrame,批量查询
stock_gpzy_pledge_ratio_detail_em,东方财富网-数据中心-特色数据-股权质押-重要股东股权质押明细,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '股票代码', 'type': 'object', 'description': '-'}, {'name': '股票简称', 'type': 'object', 'description': '-'}, {'name': '股东名称', 'type': 'object', 'description': '-'}, {'name': '质押股份数量', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '占所持股份比例', 'type': 'float64', 'description': '注意单位: %'}, {'name': '占总股本比例', 'type': 'float64', 'description': '注意单位: %'}, {'name': '质押机构', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '质押日收盘价', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '预估平仓线', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '公告日期', 'type': 'object', 'description': '-'}, {'name': '质押开始日期', 'type': 'object', 'description': '-'}]",5735,5795,60,东方财富,DataFrame,批量查询
stock_gpzy_distribute_statistics_company_em,东方财富网-数据中心-特色数据-股权质押-质押机构分布统计-证券公司,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '质押机构', 'type': 'object', 'description': '-'}, {'name': '质押公司数量', 'type': 'int64', 'description': '-'}, {'name': '质押笔数', 'type': 'int64', 'description': '-'}, {'name': '质押数量', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '未达预警线比例', 'type': 'float64', 'description': '注意单位: %'}, {'name': '达到预警线未达平仓线比例', 'type': 'float64', 'description': '注意单位: %'}, {'name': '达到平仓线比例', 'type': 'float64', 'description': '注意单位: %'}]",5796,5880,84,东方财富,DataFrame,批量查询
stock_gpzy_distribute_statistics_bank_em,东方财富网-数据中心-特色数据-股权质押-质押机构分布统计-银行,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '质押机构', 'type': 'object', 'description': '-'}, {'name': '质押公司数量', 'type': 'int64', 'description': '-'}, {'name': '质押笔数', 'type': 'int64', 'description': '-'}, {'name': '质押数量', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '未达预警线比例', 'type': 'float64', 'description': '注意单位: %'}, {'name': '达到预警线未达平仓线比例', 'type': 'float64', 'description': '注意单位: %'}, {'name': '达到平仓线比例', 'type': 'float64', 'description': '注意单位: %'}]",5881,5966,85,东方财富,DataFrame,批量查询
