api_name,description,input_params,output_params,begin_line_number,end_line_number,line_count,source,return_type,query_type
stock_sse_summary,上海证券交易所-股票数据总貌,[],"[{'name': '项目', 'type': 'object', 'description': '-'}, {'name': '股票', 'type': 'object', 'description': '-'}, {'name': '科创板', 'type': 'object', 'description': '-'}, {'name': '主板', 'type': 'object', 'description': '-'}]",9,58,49,其他,DataFrame,批量查询
stock_szse_summary,深圳证券交易所-市场总貌-证券类别统计,"[{'name': 'date', 'type': 'str', 'description': 'date=""20200619""; 当前交易日的数据需要交易所收盘后统计'}]","[{'name': '证券类别', 'type': 'object', 'description': '-'}, {'name': '数量', 'type': 'int64', 'description': '注意单位: 只'}, {'name': '成交金额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '总市值', 'type': 'float64', 'description': '-'}, {'name': '流通市值', 'type': 'float64', 'description': '-'}]",59,114,55,未知,DataFrame,批量查询
stock_szse_area_summary,深圳证券交易所-市场总貌-地区交易排序,"[{'name': 'date', 'type': 'str', 'description': 'date=""202203""; 年月'}]","[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '地区', 'type': 'object', 'description': '-'}, {'name': '总交易额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '占市场', 'type': 'float64', 'description': '注意单位: %'}, {'name': '股票交易额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '基金交易额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '债券交易额', 'type': 'float64', 'description': '注意单位: 元'}]",115,251,136,未知,DataFrame,批量查询
stock_szse_sector_summary,深圳证券交易所-统计资料-股票行业成交数据,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""当月""; choice of {""当月"", ""当年""}'}, {'name': 'date', 'type': 'str', 'description': 'date=""202501""; 年月'}]","[{'name': '项目名称', 'type': 'object', 'description': '-'}, {'name': '项目名称-英文', 'type': 'object', 'description': '-'}, {'name': '交易天数', 'type': 'int64', 'description': '-'}, {'name': '成交金额-人民币元', 'type': 'int64', 'description': ''}, {'name': '成交金额-占总计', 'type': 'float64', 'description': '注意单位: %'}, {'name': '成交股数-股数', 'type': 'int64', 'description': '-'}, {'name': '成交股数-占总计', 'type': 'float64', 'description': '注意单位: %'}, {'name': '成交笔数-笔', 'type': 'int64', 'description': '-'}, {'name': '成交笔数-占总计', 'type': 'float64', 'description': '注意单位: %'}]",252,318,66,其他,DataFrame,单个查询
stock_sse_deal_daily,上海证券交易所-数据-股票数据-成交概况-股票成交概况-每日股票情况,"[{'name': 'date', 'type': 'str', 'description': 'date=""20250221""; 当前交易日的数据需要交易所收盘后统计; 注意仅支持获取在 20211227（包含）之后的数据'}]","[{'name': '单日情况', 'type': 'object', 'description': '包含了网页所有字段'}, {'name': '股票', 'type': 'float64', 'description': '-'}, {'name': '主板A', 'type': 'float64', 'description': '-'}, {'name': '主板B', 'type': 'float64', 'description': '-'}, {'name': '科创板', 'type': 'float64', 'description': '-'}, {'name': '股票回购', 'type': 'float64', 'description': '-'}]",319,368,49,其他,DataFrame,批量查询
stock_individual_info_em,东方财富-个股-股票信息,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""603777""; 股票代码'}, {'name': 'timeout', 'type': 'float', 'description': 'timeout=None; 默认不设置超时参数'}]","[{'name': 'item', 'type': 'object', 'description': '-'}, {'name': 'value', 'type': 'object', 'description': '-'}]",369,416,47,东方财富,DataFrame,单个查询
stock_individual_basic_info_xq,雪球财经-个股-公司概况-公司简介,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""SH601127""; 股票代码'}, {'name': 'token', 'type': 'str', 'description': 'token=None;'}, {'name': 'timeout', 'type': 'float', 'description': 'timeout=None; 默认不设置超时参数'}]","[{'name': 'item', 'type': 'object', 'description': '-'}, {'name': 'value', 'type': 'object', 'description': '-'}]",417,495,78,雪球,DataFrame,单个查询
stock_bid_ask_em,东方财富-行情报价,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""000001""; 股票代码'}]","[{'name': 'item', 'type': 'object', 'description': '-'}, {'name': 'value', 'type': 'float64', 'description': '-'}]",496,573,77,东方财富,DataFrame,单个查询
stock_zh_a_spot_em,东方财富网-沪深京 A 股-实时行情数据,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌额', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '振幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '量比', 'type': 'float64', 'description': '-'}, {'name': '换手率', 'type': 'float64', 'description': '注意单位: %'}, {'name': '市盈率-动态', 'type': 'float64', 'description': '-'}, {'name': '市净率', 'type': 'float64', 'description': '-'}, {'name': '总市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '流通市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '涨速', 'type': 'float64', 'description': '-'}, {'name': '5分钟涨跌', 'type': 'float64', 'description': '注意单位: %'}, {'name': '60日涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '年初至今涨跌幅', 'type': 'float64', 'description': '注意单位: %'}]",574,644,70,东方财富,DataFrame,批量查询
stock_sh_a_spot_em,东方财富网-沪 A 股-实时行情数据,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌额', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '振幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '量比', 'type': 'float64', 'description': '-'}, {'name': '换手率', 'type': 'float64', 'description': '注意单位: %'}, {'name': '市盈率-动态', 'type': 'float64', 'description': '-'}, {'name': '市净率', 'type': 'float64', 'description': '-'}, {'name': '总市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '流通市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '涨速', 'type': 'float64', 'description': '-'}, {'name': '5分钟涨跌', 'type': 'float64', 'description': '注意单位: %'}, {'name': '60日涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '年初至今涨跌幅', 'type': 'float64', 'description': '注意单位: %'}]",645,715,70,东方财富,DataFrame,批量查询
stock_sz_a_spot_em,东方财富网-深 A 股-实时行情数据,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌额', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '振幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '量比', 'type': 'float64', 'description': '-'}, {'name': '换手率', 'type': 'float64', 'description': '注意单位: %'}, {'name': '市盈率-动态', 'type': 'float64', 'description': '-'}, {'name': '市净率', 'type': 'float64', 'description': '-'}, {'name': '总市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '流通市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '涨速', 'type': 'float64', 'description': '-'}, {'name': '5分钟涨跌', 'type': 'float64', 'description': '注意单位: %'}, {'name': '60日涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '年初至今涨跌幅', 'type': 'float64', 'description': '注意单位: %'}]",716,786,70,东方财富,DataFrame,批量查询
stock_bj_a_spot_em,东方财富网-京 A 股-实时行情数据,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌额', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '振幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '量比', 'type': 'float64', 'description': '-'}, {'name': '换手率', 'type': 'float64', 'description': '注意单位: %'}, {'name': '市盈率-动态', 'type': 'float64', 'description': '-'}, {'name': '市净率', 'type': 'float64', 'description': '-'}, {'name': '总市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '流通市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '涨速', 'type': 'float64', 'description': '-'}, {'name': '5分钟涨跌', 'type': 'float64', 'description': '注意单位: %'}, {'name': '60日涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '年初至今涨跌幅', 'type': 'float64', 'description': '注意单位: %'}]",787,857,70,东方财富,DataFrame,批量查询
stock_new_a_spot_em,东方财富网-新股-实时行情数据,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌额', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '振幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '量比', 'type': 'float64', 'description': '-'}, {'name': '换手率', 'type': 'float64', 'description': '注意单位: %'}, {'name': '市盈率-动态', 'type': 'float64', 'description': '-'}, {'name': '市净率', 'type': 'float64', 'description': '-'}, {'name': '上市时间', 'type': 'object', 'description': '-'}, {'name': '总市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '流通市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '涨速', 'type': 'float64', 'description': '-'}, {'name': '5分钟涨跌', 'type': 'float64', 'description': '注意单位: %'}, {'name': '60日涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '年初至今涨跌幅', 'type': 'float64', 'description': '注意单位: %'}]",858,929,71,东方财富,DataFrame,批量查询
stock_cy_a_spot_em,东方财富网-创业板-实时行情,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌额', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '振幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '量比', 'type': 'float64', 'description': '-'}, {'name': '换手率', 'type': 'float64', 'description': '注意单位: %'}, {'name': '市盈率-动态', 'type': 'float64', 'description': '-'}, {'name': '市净率', 'type': 'float64', 'description': '-'}, {'name': '总市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '流通市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '涨速', 'type': 'float64', 'description': '-'}, {'name': '5分钟涨跌', 'type': 'float64', 'description': '注意单位: %'}, {'name': '60日涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '年初至今涨跌幅', 'type': 'float64', 'description': '注意单位: %'}]",930,1000,70,东方财富,DataFrame,批量查询
stock_kc_a_spot_em,东方财富网-科创板-实时行情,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '涨跌额', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '振幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '量比', 'type': 'float64', 'description': '-'}, {'name': '换手率', 'type': 'float64', 'description': '注意单位: %'}, {'name': '市盈率-动态', 'type': 'float64', 'description': '-'}, {'name': '市净率', 'type': 'float64', 'description': '-'}, {'name': '总市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '流通市值', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '涨速', 'type': 'float64', 'description': '-'}, {'name': '5分钟涨跌', 'type': 'float64', 'description': '注意单位: %'}, {'name': '60日涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '年初至今涨跌幅', 'type': 'float64', 'description': '注意单位: %'}]",1001,1071,70,东方财富,DataFrame,批量查询
stock_zh_ab_comparison_em,东方财富网-行情中心-沪深京个股-AB股比价-全部AB股比价,[],"[{'name': '序号', 'type': 'int64', 'description': '-'}, {'name': 'B股代码', 'type': 'object', 'description': '-'}, {'name': 'B股名称', 'type': 'object', 'description': '-'}, {'name': '最新价B', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅B', 'type': 'float64', 'description': '-'}, {'name': 'A股代码', 'type': 'object', 'description': '-'}, {'name': 'A股名称', 'type': 'object', 'description': '-'}, {'name': '最新价A', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅A', 'type': 'float64', 'description': '-'}, {'name': '比价', 'type': 'float64', 'description': '-'}]",1072,1129,57,东方财富,DataFrame,批量查询
stock_zh_a_spot,"新浪财经-沪深京 A 股数据, 重复运行本函数会被新浪暂时封 IP, 建议增加时间间隔",[],"[{'name': '代码', 'type': 'object', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}, {'name': '涨跌额', 'type': 'float64', 'description': '-'}, {'name': '涨跌幅', 'type': 'float64', 'description': '注意单位: %'}, {'name': '买入', 'type': 'float64', 'description': '-'}, {'name': '卖出', 'type': 'float64', 'description': '-'}, {'name': '昨收', 'type': 'float64', 'description': '-'}, {'name': '今开', 'type': 'float64', 'description': '-'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 股'}, {'name': '成交额', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '时间戳', 'type': 'object', 'description': '-'}]",1130,1191,61,新浪财经,DataFrame,批量查询
stock_individual_spot_xq,雪球-行情中心-个股,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""SH600000""; 证券代码，可以是 A 股个股代码，A 股场内基金代码，A 股指数，美股代码, 美股指数'}, {'name': 'token', 'type': 'float', 'description': 'token=None; 默认不设置token'}, {'name': 'timeout', 'type': 'float', 'description': 'timeout=None; 默认不设置超时参数'}]","[{'name': 'item', 'type': 'object', 'description': '-'}, {'name': 'value', 'type': 'object', 'description': '-'}]",1192,1270,78,雪球,DataFrame,单个查询
stock_zh_a_hist,"东方财富-沪深京 A 股日频率数据; 历史数据按日频率更新, 当日收盘价请在收盘后获取","[{'name': 'symbol', 'type': 'str', 'description': ""symbol='603777'; 股票代码可以在 **ak.stock_zh_a_spot_em()** 中获取""}, {'name': 'period', 'type': 'str', 'description': ""period='daily'; choice of {'daily', 'weekly', 'monthly'}""}, {'name': 'start_date', 'type': 'str', 'description': ""start_date='20210301'; 开始查询的日期""}, {'name': 'end_date', 'type': 'str', 'description': ""end_date='20210616'; 结束查询的日期""}, {'name': 'adjust', 'type': 'str', 'description': '默认返回不复权的数据; qfq: 返回前复权后的数据; hfq: 返回后复权后的数据'}, {'name': 'timeout', 'type': 'float', 'description': 'timeout=None; 默认不设置超时参数'}]",[],1271,1410,139,东方财富,DataFrame,单个查询
stock_zh_a_daily,,"[{'name': 'symbol', 'type': 'str', 'description': ""symbol='sh600000'; 股票代码可以在 **ak.stock_zh_a_spot()** 中获取""}, {'name': 'start_date', 'type': 'str', 'description': ""start_date='20201103'; 开始查询的日期""}, {'name': 'end_date', 'type': 'str', 'description': ""end_date='20201116'; 结束查询的日期""}, {'name': 'adjust', 'type': 'str', 'description': '默认返回不复权的数据; qfq: 返回前复权后的数据; hfq: 返回后复权后的数据; hfq-factor: 返回后复权因子; qfq-factor: 返回前复权因子'}]",[],1411,1624,213,未知,DataFrame,单个查询
stock_zh_a_hist_tx,"腾讯证券-日频-股票历史数据; 历史数据按日频率更新, 当日收盘价请在收盘后获取","[{'name': 'symbol', 'type': 'str', 'description': ""symbol='sz000001'; 带市场标识""}, {'name': 'start_date', 'type': 'str', 'description': ""start_date='19000101'; 开始查询的日期""}, {'name': 'end_date', 'type': 'str', 'description': ""end_date='20500101'; 结束查询的日期""}, {'name': 'adjust', 'type': 'str', 'description': '默认返回不复权的数据; qfq: 返回前复权后的数据; hfq: 返回后复权后的数据'}, {'name': 'timeout', 'type': 'float', 'description': 'timeout=None; 默认不设置超时参数'}]",[],1625,1757,132,腾讯财经,DataFrame,单个查询
stock_zh_a_minute,"新浪财经-沪深京 A 股股票或者指数的分时数据，目前可以获取 1, 5, 15, 30, 60 分钟的数据频率, 可以指定是否复权","[{'name': 'symbol', 'type': 'str', 'description': ""symbol='sh000300'; 同日频率数据接口""}, {'name': 'period', 'type': 'str', 'description': ""period='1'; 获取 1, 5, 15, 30, 60 分钟的数据频率""}, {'name': 'adjust', 'type': 'str', 'description': 'adjust=""""; 默认为空: 返回不复权的数据; qfq: 返回前复权后的数据; hfq: 返回后复权后的数据;'}]","[{'name': 'day', 'type': 'object', 'description': '-'}, {'name': 'open', 'type': 'float64', 'description': '-'}, {'name': 'high', 'type': 'float64', 'description': '-'}, {'name': 'low', 'type': 'float64', 'description': '-'}, {'name': 'close', 'type': 'float64', 'description': '-'}, {'name': 'volume', 'type': 'float64', 'description': '-'}, {'name': 'amount', 'type': 'float64', 'description': '-'}]",1758,1814,56,新浪财经,DataFrame,单个查询
stock_zh_a_hist_min_em,东方财富网-行情首页-沪深京 A 股-每日分时行情; 该接口只能获取近期的分时数据，注意时间周期的设置,"[{'name': 'symbol', 'type': 'str', 'description': ""symbol='000300'; 股票代码""}, {'name': 'start_date', 'type': 'str', 'description': 'start_date=""1979-09-01 09:32:00""; 日期时间; 默认返回所有数据'}, {'name': 'end_date', 'type': 'str', 'description': 'end_date=""2222-01-01 09:32:00""; 日期时间; 默认返回所有数据'}, {'name': 'period', 'type': 'str', 'description': ""period='5'; choice of {'1', '5', '15', '30', '60'}; 其中 1 分钟数据返回近 5 个交易日数据且不复权""}, {'name': 'adjust', 'type': 'str', 'description': ""adjust=''; choice of {'', 'qfq', 'hfq'}; '': 不复权, 'qfq': 前复权, 'hfq': 后复权, 其中 1 分钟数据返回近 5 个交易日数据且不复权""}]","[{'name': '时间', 'type': 'object', 'description': '-'}, {'name': '开盘', 'type': 'float64', 'description': '-'}, {'name': '收盘', 'type': 'float64', 'description': '-'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'float64', 'description': '-'}, {'name': '均价', 'type': 'float64', 'description': '-'}]",1815,1955,140,东方财富,DataFrame,单个查询
stock_intraday_em,东方财富-分时数据,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""000001""; 股票代码'}]","[{'name': '时间', 'type': 'object', 'description': '-'}, {'name': '成交价', 'type': 'float64', 'description': '-'}, {'name': '手数', 'type': 'int64', 'description': '-'}, {'name': '买卖盘性质', 'type': 'object', 'description': '-'}]",1956,2007,51,东方财富,DataFrame,单个查询
stock_intraday_sina,新浪财经-日内分时数据,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""sz000001""; 带市场标识的股票代码'}, {'name': 'date', 'type': 'str', 'description': 'date=""20240321""; 交易日'}]","[{'name': 'symbol', 'type': 'object', 'description': '-'}, {'name': 'name', 'type': 'object', 'description': '-'}, {'name': 'ticktime', 'type': 'object', 'description': '-'}, {'name': 'price', 'type': 'float64', 'description': '-'}, {'name': 'volume', 'type': 'int64', 'description': '注意单位: 股'}, {'name': 'prev_price', 'type': 'float64', 'description': '-'}, {'name': 'kind', 'type': 'object', 'description': 'D 表示卖盘，表示 是买盘'}]",2008,2063,55,新浪财经,DataFrame,单个查询
stock_zh_a_hist_pre_min_em,东方财富-股票行情-盘前数据,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""000001""; 股票代码'}, {'name': 'start_time', 'type': 'str', 'description': 'start_time=""09:00:00""; 时间; 默认返回所有数据'}, {'name': 'end_time', 'type': 'str', 'description': 'end_time=""15:40:00""; 时间; 默认返回所有数据'}]","[{'name': '时间', 'type': 'object', 'description': '-'}, {'name': '开盘', 'type': 'float64', 'description': '-'}, {'name': '收盘', 'type': 'float64', 'description': '-'}, {'name': '最高', 'type': 'float64', 'description': '-'}, {'name': '最低', 'type': 'float64', 'description': '-'}, {'name': '成交量', 'type': 'float64', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'float64', 'description': '-'}, {'name': '最新价', 'type': 'float64', 'description': '-'}]",2064,2123,59,东方财富,DataFrame,单个查询
stock_zh_a_tick_tx,"每个交易日 16:00 提供当日数据; 如遇到数据缺失, 请使用 **ak.stock_zh_a_tick_163()** 接口(注意数据会有一定差异)","[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""sh600000""'}]","[{'name': '成交时间', 'type': 'object', 'description': '-'}, {'name': '成交价格', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '价格变动', 'type': 'float64', 'description': '注意单位: 元'}, {'name': '成交量', 'type': 'int32', 'description': '注意单位: 手'}, {'name': '成交额', 'type': 'int32', 'description': '注意单位: 元'}, {'name': '性质', 'type': 'object', 'description': '买卖盘标记'}]",2124,2179,55,其他,DataFrame,单个查询
stock_zh_growth_comparison_em,东方财富-行情中心-同行比较-成长性比较,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""SZ000895""'}]","[{'name': '代码', 'type': 'object', 'description': '-'}, {'name': '简称', 'type': 'object', 'description': '-'}, {'name': '基本每股收益增长率-3年复合', 'type': 'float64', 'description': '-'}, {'name': '基本每股收益增长率-24A', 'type': 'float64', 'description': '-'}, {'name': '基本每股收益增长率-TTM', 'type': 'float64', 'description': '-'}, {'name': '基本每股收益增长率-25E', 'type': 'float64', 'description': '-'}, {'name': '基本每股收益增长率-26E', 'type': 'float64', 'description': '-'}, {'name': '基本每股收益增长率-27E', 'type': 'float64', 'description': '-'}, {'name': '营业收入增长率-3年复合', 'type': 'float64', 'description': '-'}, {'name': '营业收入增长率-24A', 'type': 'float64', 'description': '-'}, {'name': '营业收入增长率-TTM', 'type': 'float64', 'description': '-'}, {'name': '营业收入增长率-25E', 'type': 'float64', 'description': '-'}, {'name': '营业收入增长率-26E', 'type': 'float64', 'description': '-'}, {'name': '营业收入增长率-27E', 'type': 'float64', 'description': '-'}, {'name': '净利润增长率-3年复合', 'type': 'float64', 'description': '-'}, {'name': '净利润增长率-24A', 'type': 'float64', 'description': '-'}, {'name': '净利润增长率-TTM', 'type': 'float64', 'description': '-'}, {'name': '净利润增长率-25E', 'type': 'float64', 'description': '-'}, {'name': '净利润增长率-26E', 'type': 'float64', 'description': '-'}, {'name': '净利润增长率-27E', 'type': 'float64', 'description': '-'}, {'name': '基本每股收益增长率-3年复合排名', 'type': 'float64', 'description': '-'}]",2180,2245,65,东方财富,DataFrame,单个查询
stock_zh_valuation_comparison_em,东方财富-行情中心-同行比较-估值比较,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""SZ000895""'}]","[{'name': '排名', 'type': 'object', 'description': '-'}, {'name': '代码', 'type': 'object', 'description': '-'}, {'name': '简称', 'type': 'object', 'description': '-'}, {'name': 'PEG', 'type': 'float64', 'description': '-'}, {'name': '市盈率-24A', 'type': 'float64', 'description': '-'}, {'name': '市盈率-TTM', 'type': 'float64', 'description': '-'}, {'name': '市盈率-25E', 'type': 'float64', 'description': '-'}, {'name': '市盈率-26E', 'type': 'float64', 'description': '-'}, {'name': '市盈率-27E', 'type': 'float64', 'description': '-'}, {'name': '市销率-24A', 'type': 'float64', 'description': '-'}, {'name': '市销率-TTM', 'type': 'float64', 'description': '-'}, {'name': '市销率-25E', 'type': 'float64', 'description': '-'}, {'name': '市销率-26E', 'type': 'float64', 'description': '-'}, {'name': '市销率-27E', 'type': 'float64', 'description': '-'}, {'name': '市净率-24A', 'type': 'float64', 'description': '-'}, {'name': '市净率-MRQ', 'type': 'float64', 'description': '-'}, {'name': '市现率1-24A', 'type': 'float64', 'description': '-'}, {'name': '市现率1-TTM', 'type': 'float64', 'description': '-'}, {'name': '市现率2-24A', 'type': 'float64', 'description': '-'}, {'name': '市现率2-TTM', 'type': 'float64', 'description': '-'}, {'name': 'EV/EBITDA-24A', 'type': 'float64', 'description': '-'}]",2246,2311,65,东方财富,DataFrame,单个查询
stock_zh_dupont_comparison_em,东方财富-行情中心-同行比较-杜邦分析比较,"[{'name': 'symbol', 'type': 'str', 'description': 'symbol=""SZ000895""'}]","[{'name': '代码', 'type': 'object', 'description': '-'}, {'name': '简称', 'type': 'object', 'description': '-'}, {'name': 'ROE-3年平均', 'type': 'float64', 'description': '-'}, {'name': 'ROE-22A', 'type': 'float64', 'description': '-'}, {'name': 'ROE-23A', 'type': 'float64', 'description': '-'}, {'name': 'ROE-24A', 'type': 'float64', 'description': '-'}, {'name': '净利率-3年平均', 'type': 'float64', 'description': '-'}, {'name': '净利率-22A', 'type': 'float64', 'description': '-'}, {'name': '净利率-23A', 'type': 'float64', 'description': '-'}, {'name': '净利率-24A', 'type': 'float64', 'description': '-'}, {'name': '总资产周转率-3年平均', 'type': 'float64', 'description': '-'}, {'name': '总资产周转率-22A', 'type': 'float64', 'description': '-'}, {'name': '总资产周转率-23A', 'type': 'float64', 'description': '-'}, {'name': '总资产周转率-24A', 'type': 'float64', 'description': '-'}, {'name': '权益乘数-3年平均', 'type': 'float64', 'description': '-'}, {'name': '权益乘数-22A', 'type': 'float64', 'description': '-'}, {'name': '权益乘数-23A', 'type': 'float64', 'description': '-'}, {'name': '权益乘数-24A', 'type': 'float64', 'description': '-'}, {'name': 'ROE-3年平均排名', 'type': 'float64', 'description': '-'}]",2312,2376,64,东方财富,DataFrame,单个查询
